name,base_name,Label Name,network,component,hemisphere
7Networks_LH_Vis_1,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_2,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_3,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_4,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_5,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_6,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_7,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_8,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_9,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_10,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_11,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_12,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_13,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_14,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_15,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_16,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_17,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_18,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_19,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_20,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_21,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_22,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_23,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_24,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_25,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_26,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_27,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_28,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_29,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_30,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_31,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_32,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_33,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_34,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_35,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_36,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_37,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_38,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_39,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_40,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_41,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_42,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_43,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_44,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_45,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_46,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_47,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_48,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_49,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_50,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_51,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_52,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_53,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_54,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_55,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_56,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_57,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_58,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_59,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_60,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_61,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_62,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_63,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_64,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_65,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_66,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_Vis_67,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7Networks_LH_SomMot_1,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_2,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_3,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_4,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_5,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_6,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_7,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_8,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_9,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_10,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_11,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_12,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_13,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_14,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_15,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_16,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_17,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_18,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_19,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_20,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_21,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_22,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
7Networks_LH_SomMot_23,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L
